matchup,h2h_win_rate
Ecuador-Greece,0.5
Egypt-Greece,0.4666666666666667
El Salvador-Greece,1.0
England-Greece,0.1
Estonia-Greece,0.6
Ethiopia-Greece,1.0
Faroe Islands-Greece,0.6666666666666666
Finland-Greece,0.5263157894736842
France-Greece,0.1111111111111111
Georgia-Greece,0.7777777777777778
Germany-Greece,0.0
Ghana-Greece,0.5
Gibraltar-Greece,1.0
Bermuda-Greenland,0.0
Faroe Islands-Greenland,0.0
Gibraltar-Greenland,0.6666666666666666
Andorra-Grenada,0.5
Anguilla-Grenada,1.0
Antigua and Barbuda-Grenada,0.16666666666666666
Aruba-Grenada,0.5
Bahamas-Grenada,0.5
Barbados-Grenada,0.15384615384615385
Belize-Grenada,0.5
Bermuda-Grenada,0.0
British Virgin Islands-Grenada,1.0
Cayman Islands-Grenada,0.5
Costa Rica-Grenada,0.0
Cuba-Grenada,0.0
Curaçao-Grenada,0.2
Dominica-Grenada,0.47368421052631576
El Salvador-Grenada,0.0
French Guiana-Grenada,0.0
Gibraltar-Grenada,0.5
Anguilla-Guadeloupe,0.5
Antigua and Barbuda-Guadeloupe,0.4166666666666667
Aruba-Guadeloupe,0.5
Bahamas-Guadeloupe,0.5
Barbados-Guadeloupe,0.5
British Virgin Islands-Guadeloupe,0.5
Burkina Faso-Guadeloupe,0.5
Canada-Guadeloupe,0.3333333333333333
Cape Verde-Guadeloupe,0.5
Cayman Islands-Guadeloupe,1.0
Congo-Guadeloupe,0.5
Costa Rica-Guadeloupe,0.0
Cuba-Guadeloupe,0.3333333333333333
Curaçao-Guadeloupe,0.0
Dominica-Guadeloupe,0.7333333333333333
Dominican Republic-Guadeloupe,0.5
French Guiana-Guadeloupe,0.6153846153846154
Grenada-Guadeloupe,0.6666666666666666
Guadeloupe-Saint Barthelemy,0.5
Guadeloupe-Saint Pierre and Miquelon,0.5
American Samoa-Guam,0.5
Aruba-Guam,0.0
Australia-Guam,0.5
Bangladesh-Guam,0.5
Bhutan-Guam,0.0
Cambodia-Guam,0.0
China-Guam,0.0
FS Micronesia-Guam,1.0
Fiji-Guam,0.0
Guam-Palau,0.5
Guam-Western Samoa,0.5
Anguilla-Guatemala,1.0
Antigua and Barbuda-Guatemala,0.8571428571428571
Argentina-Guatemala,0.0
Armenia-Guatemala,0.0
Aruba-Guatemala,0.5
Barbados-Guatemala,1.0
Belize-Guatemala,0.6666666666666666
Bermuda-Guatemala,0.4
Bolivia-Guatemala,0.75
Brazil-Guatemala,0.0
British Virgin Islands-Guatemala,1.0
Canada-Guatemala,0.13333333333333333
Chile-Guatemala,0.25
Colombia-Guatemala,0.0
Costa Rica-Guatemala,0.29577464788732394
Cuba-Guatemala,0.47368421052631576
Curaçao-Guatemala,0.2727272727272727
Dominica-Guatemala,0.5
Dominican Republic-Guatemala,0.3333333333333333
Ecuador-Guatemala,0.125
El Salvador-Guatemala,0.4367816091954023
France-Guatemala,0.5
French Guiana-Guatemala,0.0
Grenada-Guatemala,1.0
Guadeloupe-Guatemala,0.5
Algeria-Guinea,0.4117647058823529
Angola-Guinea,0.6666666666666666
Bahrain-Guinea,0.5
Benin-Guinea,1.0
Bermuda-Guinea,0.5
Botswana-Guinea,0.7142857142857143
Brazil-Guinea,0.5
Burkina Faso-Guinea,0.46153846153846156
Burundi-Guinea,0.0
Cambodia-Guinea,0.5
Cameroon-Guinea,0.2222222222222222
Cape Verde-Guinea,0.5
Central African Republic-Guinea,1.0
Chad-Guinea,0.6666666666666666
Chile-Guinea,0.5
China-Guinea,0.0
Comoros-Guinea,0.5
Congo-Guinea,0.4444444444444444
DR Congo-Guinea,0.3076923076923077
East Germany-Guinea,0.5
Egypt-Guinea,0.2
Equatorial Guinea-Guinea,0.5
Eswatini-Guinea,0.0
Ethiopia-Guinea,0.7
Gabon-Guinea,0.16666666666666666
Gambia-Guinea,0.41379310344827586
Ghana-Guinea,0.16666666666666666
Algeria-Guinea-Bissau,0.0
Angola-Guinea-Bissau,0.0
Benin-Guinea-Bissau,1.0
Botswana-Guinea-Bissau,0.0
Burkina Faso-Guinea-Bissau,0.0
Burundi-Guinea-Bissau,0.5
Cameroon-Guinea-Bissau,0.0
Cape Verde-Guinea-Bissau,0.35714285714285715
Central African Republic-Guinea-Bissau,0.0
Congo-Guinea-Bissau,0.0
Djibouti-Guinea-Bissau,1.0
Egypt-Guinea-Bissau,0.0
Equatorial Guinea-Guinea-Bissau,1.0
Eswatini-Guinea-Bissau,1.0
Ethiopia-Guinea-Bissau,0.0
Gabon-Guinea-Bissau,0.0
Gambia-Guinea-Bissau,0.5454545454545454
Ghana-Guinea-Bissau,0.5
Guinea-Guinea-Bissau,0.2777777777777778
Anguilla-Guyana,1.0
Antigua and Barbuda-Guyana,0.4375
Aruba-Guyana,0.75
Bahamas-Guyana,1.0
Barbados-Guyana,0.4418604651162791
Belize-Guyana,0.5
Bermuda-Guyana,0.6
Bolivia-Guyana,0.5
Bonaire-Guyana,1.0
Cambodia-Guyana,0.5
Cape Verde-Guyana,0.5
Cayman Islands-Guyana,1.0
Colombia-Guyana,0.5
Costa Rica-Guyana,0.0
Cuba-Guyana,0.2857142857142857
Curaçao-Guyana,0.7142857142857143
Dominica-Guyana,1.0
Dominican Republic-Guyana,1.0
El Salvador-Guyana,0.0
Ethiopia-Guyana,0.5
French Guiana-Guyana,0.38461538461538464
Grenada-Guyana,0.3
Guadeloupe-Guyana,0.75
Guatemala-Guyana,0.14285714285714285
Antigua and Barbuda-Haiti,0.7272727272727273
Argentina-Haiti,0.0
Aruba-Haiti,0.4
Azerbaijan-Haiti,0.5
Bahamas-Haiti,1.0
Bahrain-Haiti,0.5
Barbados-Haiti,0.6666666666666666
Belize-Haiti,0.5
Bermuda-Haiti,0.6
Bolivia-Haiti,0.0
Brazil-Haiti,0.0
British Virgin Islands-Haiti,0.5
Canada-Haiti,0.15384615384615385
Cayman Islands-Haiti,1.0
Chile-Haiti,0.14285714285714285
China-Haiti,1.0
Colombia-Haiti,0.5
Congo-Haiti,0.5
Costa Rica-Haiti,0.1111111111111111
Cuba-Haiti,0.30303030303030304
Curaçao-Haiti,0.59375
Dominica-Haiti,1.0
Dominican Republic-Haiti,0.8823529411764706
Ecuador-Haiti,0.5
El Salvador-Haiti,0.21428571428571427
French Guiana-Haiti,0.25
Grenada-Haiti,1.0
Guadeloupe-Haiti,0.5714285714285714
Guatemala-Haiti,0.3125
Guyana-Haiti,0.7142857142857143
Antigua and Barbuda-Honduras,1.0
Argentina-Honduras,0.0
Aruba-Honduras,0.5
Australia-Honduras,0.0
Azerbaijan-Honduras,0.5
Barbados-Honduras,0.5
Belarus-Honduras,0.0
Belize-Honduras,0.8888888888888888
Bermuda-Honduras,1.0
Bolivia-Honduras,0.25
Brazil-Honduras,0.14285714285714285
Canada-Honduras,0.42857142857142855
Cayman Islands-Honduras,0.5
Chile-Honduras,0.2857142857142857
China-Honduras,0.5
Colombia-Honduras,0.45454545454545453
Costa Rica-Honduras,0.2647058823529412
Cuba-Honduras,0.5294117647058824
Curaçao-Honduras,0.4
Denmark-Honduras,0.5
Dominican Republic-Honduras,0.5
Ecuador-Honduras,0.125
El Salvador-Honduras,0.4634146341463415
England-Honduras,0.5
Finland-Honduras,0.5
France-Honduras,0.5
French Guiana-Honduras,0.3333333333333333
Greece-Honduras,0.5
Grenada-Honduras,1.0
Guadeloupe-Honduras,0.5
Guatemala-Honduras,0.36538461538461536
Haiti-Honduras,0.65
Afghanistan-Hong Kong,0.5
Argentina-Hong Kong,0.5
Australia-Hong Kong,0.42857142857142855
Bahrain-Hong Kong,0.16666666666666666
Bangladesh-Hong Kong,0.8
Bhutan-Hong Kong,1.0
Brazil-Hong Kong,0.5
Brunei-Hong Kong,1.0
Cambodia-Hong Kong,0.6923076923076923
Canada-Hong Kong,0.5
China-Hong Kong,0.14285714285714285
Croatia-Hong Kong,0.5
East Timor-Hong Kong,1.0
Estonia-Hong Kong,0.5
Fiji-Hong Kong,0.0
Guam-Hong Kong,0.875
Albania-Hungary,0.7142857142857143
Algeria-Hungary,1.0
Andorra-Hungary,0.8
Antigua and Barbuda-Hungary,0.5
Argentina-Hungary,0.16666666666666666
Armenia-Hungary,1.0
Aruba-Hungary,0.5
Australia-Hungary,0.0
Austria-Hungary,0.48507462686567165
Azerbaijan-Hungary,1.0
Belarus-Hungary,0.0
Belgium-Hungary,0.16666666666666666
Bolivia-Hungary,1.0
Bosnia and Herzegovina-Hungary,0.4
Brazil-Hungary,0.6
Bulgaria-Hungary,0.5833333333333334
Canada-Hungary,1.0
Chile-Hungary,0.0
China-Hungary,0.5
Colombia-Hungary,0.5
Costa Rica-Hungary,0.5
Croatia-Hungary,0.18181818181818182
Cyprus-Hungary,0.8571428571428571
Czechia-Hungary,0.46808510638297873
Denmark-Hungary,0.5625
East Germany-Hungary,0.5625
Egypt-Hungary,0.625
El Salvador-Hungary,1.0
England-Hungary,0.23076923076923078
Estonia-Hungary,0.6666666666666666
Faroe Islands-Hungary,0.6666666666666666
Finland-Hungary,0.6666666666666666
France-Hungary,0.5454545454545454
Georgia-Hungary,1.0
Germany-Hungary,0.3
Greece-Hungary,0.23809523809523808
Hungary-Ukraine,1.0
Albania-Iceland,0.5
Andorra-Iceland,1.0
Argentina-Iceland,0.5
Armenia-Iceland,0.5
Austria-Iceland,0.0
Azerbaijan-Iceland,0.5
Bahrain-Iceland,0.0
Belarus-Iceland,0.5
Belgium-Iceland,0.0
Bermuda-Iceland,0.6666666666666666
Bolivia-Iceland,0.5
Bosnia and Herzegovina-Iceland,0.0
Brazil-Iceland,0.0
Bulgaria-Iceland,0.0
Canada-Iceland,0.3333333333333333
Chile-Iceland,0.0
China-Iceland,0.5
Croatia-Iceland,0.16666666666666666
Cyprus-Iceland,0.3333333333333333
Czechia-Iceland,0.2
Denmark-Iceland,0.0
East Germany-Iceland,0.1
El Salvador-Iceland,0.5
England-Iceland,0.2
Estonia-Iceland,0.5
Faroe Islands-Iceland,0.92
Finland-Iceland,0.3076923076923077
France-Iceland,0.0
Georgia-Iceland,0.5
Germany-Iceland,0.0
Ghana-Iceland,0.5
Greece-Iceland,0.0
Greenland-Iceland,1.0
Guatemala-Iceland,0.5
Honduras-Iceland,0.5
Hungary-Iceland,0.2727272727272727
Afghanistan-India,0.631578947368421
Argentina-India,0.5
Australia-India,0.3333333333333333
Azerbaijan-India,0.5
Bahrain-India,0.0
Bangladesh-India,0.4482758620689655
Belarus-India,0.5
Bhutan-India,1.0
Brunei-India,1.0
Bulgaria-India,0.5
Cambodia-India,0.8
Cameroon-India,0.0
China-India,0.0
Curaçao-India,0.5
Fiji-India,0.0
Finland-India,0.0
Ghana-India,0.5
Guam-India,0.5
Guyana-India,0.0
Hong Kong-India,0.4444444444444444
Hungary-India,0.5
Iceland-India,0.5
Afghanistan-Indonesia,0.0
Algeria-Indonesia,0.5
Andorra-Indonesia,0.5
Argentina-Indonesia,0.5
Australia-Indonesia,0.058823529411764705
Bahrain-Indonesia,0.2857142857142857
Bangladesh-Indonesia,0.6666666666666666
Bhutan-Indonesia,1.0
Bosnia and Herzegovina-Indonesia,0.5
Brunei-Indonesia,0.6666666666666666
Bulgaria-Indonesia,0.0
Burundi-Indonesia,1.0
Cambodia-Indonesia,0.84
Cameroon-Indonesia,0.5
China-Indonesia,0.06666666666666667
Croatia-Indonesia,0.5
Cuba-Indonesia,0.5
Curaçao-Indonesia,1.0
Czechia-Indonesia,0.5
Denmark-Indonesia,0.5
East Germany-Indonesia,0.0
East Timor-Indonesia,1.0
Egypt-Indonesia,0.0
Estonia-Indonesia,0.5
Fiji-Indonesia,0.0
Ghana-Indonesia,0.5
Guinea-Indonesia,0.5
Guyana-Indonesia,0.5
Hong Kong-Indonesia,0.5263157894736842
Hungary-Indonesia,0.5
Iceland-Indonesia,0.5
India-Indonesia,0.45
Indonesia-Kurdistan,0.5
Indonesia-Liechtenstein,0.5
Afghanistan-Iran,1.0
Albania-Iran,0.5
Algeria-Iran,0.6
Angola-Iran,0.3333333333333333
Argentina-Iran,0.0
Armenia-Iran,0.5
Australia-Iran,0.5
Austria-Iran,0.5
Azerbaijan-Iran,0.5
Bahrain-Iran,0.4444444444444444
Bangladesh-Iran,0.8333333333333334
Belarus-Iran,0.0
Bolivia-Iran,0.5
Bosnia and Herzegovina-Iran,0.5714285714285714
Botswana-Iran,0.5
Brazil-Iran,0.5
Bulgaria-Iran,0.0
Burkina Faso-Iran,0.5
Cambodia-Iran,1.0
Cameroon-Iran,0.0
Canada-Iran,1.0
Cape Verde-Iran,0.5
Chile-Iran,0.0
China-Iran,0.5
Costa Rica-Iran,1.0
Croatia-Iran,0.0
Cuba-Iran,0.5
Cyprus-Iran,0.5
Czechia-Iran,0.5
DR Congo-Iran,0.5
Denmark-Iran,0.0
Ecuador-Iran,0.0
Egypt-Iran,0.5
England-Iran,0.5
France-Iran,0.5
Georgia-Iran,0.5
Germany-Iran,0.0
Ghana-Iran,1.0
Guam-Iran,1.0
Guatemala-Iran,0.5
Guinea-Iran,0.0
Hong Kong-Iran,0.8888888888888888
Hungary-Iran,0.25
Iceland-Iran,0.5
India-Iran,0.7272727272727273
Indonesia-Iran,0.8
Afghanistan-Iraq,1.0
Algeria-Iraq,0.42857142857142855
Argentina-Iraq,0.5
Australia-Iraq,0.2
Azerbaijan-Iraq,0.5
Bahrain-Iraq,0.4634146341463415
Belgium-Iraq,0.5
Bolivia-Iraq,0.5
Botswana-Iraq,0.5
Brazil-Iraq,0.5
Cambodia-Iraq,1.0
Cameroon-Iraq,0.5
Canada-Iraq,0.0
Chile-Iraq,0.5
China-Iraq,0.47368421052631576
Colombia-Iraq,0.5
Congo-Iraq,0.5
Costa Rica-Iraq,0.5
Cyprus-Iraq,0.5
DR Congo-Iraq,1.0
East Germany-Iraq,0.125
Ecuador-Iraq,0.5
Egypt-Iraq,0.08333333333333333
Estonia-Iraq,0.5
Ethiopia-Iraq,0.5
Finland-Iraq,1.0
Guatemala-Iraq,0.5
Guinea-Iraq,0.5
Hong Kong-Iraq,1.0
India-Iraq,0.6666666666666666
Indonesia-Iraq,0.7272727272727273
Iran-Iraq,0.2
Albania-Ireland,0.6666666666666666
Algeria-Ireland,0.0
Andorra-Ireland,1.0
Argentina-Ireland,0.0
Armenia-Ireland,0.6
Australia-Ireland,1.0
Austria-Ireland,0.2
Azerbaijan-Ireland,0.0
Belarus-Ireland,0.5
Belgium-Ireland,0.25
Bolivia-Ireland,1.0
Bosnia and Herzegovina-Ireland,0.5
Brazil-Ireland,0.16666666666666666
Bulgaria-Ireland,0.35714285714285715
Cameroon-Ireland,0.5
Canada-Ireland,0.5
Chile-Ireland,0.4
China-Ireland,1.0
Colombia-Ireland,0.5
Costa Rica-Ireland,0.5
Croatia-Ireland,0.3333333333333333
Cyprus-Ireland,0.7777777777777778
Czechia-Ireland,0.3157894736842105
Denmark-Ireland,0.2777777777777778
Ecuador-Ireland,1.0
Egypt-Ireland,0.5
England-Ireland,0.09803921568627451
Estonia-Ireland,1.0
Faroe Islands-Ireland,1.0
Finland-Ireland,0.5
France-Ireland,0.2222222222222222
Georgia-Ireland,0.9
Germany-Ireland,0.2631578947368421
Gibraltar-Ireland,1.0
Greece-Ireland,0.0
Hungary-Ireland,0.2
Iceland-Ireland,0.7142857142857143
Iran-Ireland,1.0
Albania-Israel,0.6
Andorra-Israel,1.0
Argentina-Israel,0.0
Armenia-Israel,0.5
Australia-Israel,0.1875
Austria-Israel,0.25
Azerbaijan-Israel,0.75
Belarus-Israel,0.7142857142857143
Belgium-Israel,0.125
Bosnia and Herzegovina-Israel,0.6666666666666666
Brazil-Israel,0.0
Bulgaria-Israel,0.2
Chile-Israel,1.0
Colombia-Israel,0.0
Croatia-Israel,0.0
Cyprus-Israel,0.6
Czechia-Israel,0.0
Denmark-Israel,0.1111111111111111
El Salvador-Israel,0.5
England-Israel,0.0
Estonia-Israel,1.0
Ethiopia-Israel,1.0
Faroe Islands-Israel,0.75
Finland-Israel,0.25
France-Israel,0.1
Georgia-Israel,0.4
Germany-Israel,0.0
Ghana-Israel,0.5
Greece-Israel,0.1875
Guatemala-Israel,0.0
Honduras-Israel,1.0
Hong Kong-Israel,1.0
Hungary-Israel,0.4
Iceland-Israel,0.4
India-Israel,1.0
Indonesia-Israel,0.5
Iran-Israel,0.25
Ireland-Israel,0.25
Albania-Italy,1.0
Algeria-Italy,0.5
Argentina-Italy,0.4
Armenia-Italy,0.6666666666666666
Australia-Italy,0.5
Austria-Italy,0.4473684210526316
Azerbaijan-Italy,1.0
Belarus-Italy,0.3333333333333333
Belgium-Italy,0.5714285714285714
Bosnia and Herzegovina-Italy,0.6
Brazil-Italy,0.3333333333333333
Bulgaria-Italy,0.55
Cameroon-Italy,0.5
Canada-Italy,0.5
Chile-Italy,0.5
China-Italy,0.5
Costa Rica-Italy,1.0
Croatia-Italy,0.1111111111111111
Cyprus-Italy,0.8571428571428571
Czechia-Italy,0.34375
Denmark-Italy,0.6666666666666666
East Germany-Italy,0.3333333333333333
Ecuador-Italy,0.5
Egypt-Italy,1.0
England-Italy,0.375
Estonia-Italy,1.0
Faroe Islands-Italy,1.0
Finland-Italy,0.8571428571428571
France-Italy,0.46153846153846156
Georgia-Italy,0.8571428571428571
Germany-Italy,0.39473684210526316
Ghana-Italy,0.5
Greece-Italy,0.5454545454545454
Guatemala-Italy,0.5
Haiti-Italy,1.0
Hungary-Italy,0.5294117647058824
Iceland-Italy,0.0
Ireland-Italy,0.6153846153846154
Israel-Italy,0.875
Algeria-Ivory Coast,0.3181818181818182
Angola-Ivory Coast,0.8
Argentina-Ivory Coast,0.0
Austria-Ivory Coast,0.0
Belgium-Ivory Coast,0.0
Benin-Ivory Coast,0.75
Bosnia and Herzegovina-Ivory Coast,0.5
Botswana-Ivory Coast,0.3333333333333333
Brazil-Ivory Coast,0.5
Burkina Faso-Ivory Coast,0.4782608695652174
Burundi-Ivory Coast,1.0
Cameroon-Ivory Coast,0.3333333333333333
Canada-Ivory Coast,0.5
Central African Republic-Ivory Coast,0.8
Chad-Ivory Coast,1.0
Chile-Ivory Coast,0.5
Colombia-Ivory Coast,0.5
Comoros-Ivory Coast,1.0
Congo-Ivory Coast,0.5185185185185185
DR Congo-Ivory Coast,0.47619047619047616
Egypt-Ivory Coast,0.30434782608695654
El Salvador-Ivory Coast,0.5
England-Ivory Coast,0.5
Equatorial Guinea-Ivory Coast,0.75
Ethiopia-Ivory Coast,0.6
France-Ivory Coast,0.0
Gabon-Ivory Coast,0.5789473684210527
Gambia-Ivory Coast,0.6666666666666666
Germany-Ivory Coast,0.5
Ghana-Ivory Coast,0.32608695652173914
Greece-Ivory Coast,0.5
Guinea-Bissau-Ivory Coast,0.5
Guinea-Ivory Coast,0.5454545454545454
Hungary-Ivory Coast,0.5
Israel-Ivory Coast,0.0
Italy-Ivory Coast,0.0
Antigua and Barbuda-Jamaica,0.75
Argentina-Jamaica,0.0
Aruba-Jamaica,1.0
Australia-Jamaica,0.0
Bahamas-Jamaica,1.0
Barbados-Jamaica,0.5
Belize-Jamaica,0.5
Bermuda-Jamaica,0.5833333333333334
Bolivia-Jamaica,0.0
Bonaire-Jamaica,0.5
Brazil-Jamaica,0.0
British Virgin Islands-Jamaica,1.0
Bulgaria-Jamaica,0.5
Cameroon-Jamaica,0.5
Canada-Jamaica,0.25
Cayman Islands-Jamaica,0.8333333333333334
Chile-Jamaica,0.0
China-Jamaica,0.0
Colombia-Jamaica,0.25
Costa Rica-Jamaica,0.13333333333333333
Croatia-Jamaica,0.5
Cuba-Jamaica,0.3333333333333333
Curaçao-Jamaica,0.2857142857142857
Dominica-Jamaica,0.0
Dominican Republic-Jamaica,1.0
Ecuador-Jamaica,0.0
Egypt-Jamaica,0.5
El Salvador-Jamaica,0.4
England-Jamaica,0.5
France-Jamaica,0.5
French Guiana-Jamaica,0.3333333333333333
Ghana-Jamaica,0.0
Grenada-Jamaica,0.6923076923076923
Guadeloupe-Jamaica,0.5
Guatemala-Jamaica,0.5714285714285714
Guyana-Jamaica,0.5555555555555556
Haiti-Jamaica,0.4230769230769231
Honduras-Jamaica,0.41379310344827586
India-Jamaica,1.0
Indonesia-Jamaica,0.5
Iran-Jamaica,0.0
Ireland-Jamaica,0.5
Afghanistan-Japan,1.0
Angola-Japan,0.5
Argentina-Japan,0.0
Australia-Japan,0.39285714285714285
Austria-Japan,0.5
Azerbaijan-Japan,0.5
Bahrain-Japan,0.8333333333333334
Bangladesh-Japan,1.0
Belarus-Japan,0.5
Belgium-Japan,0.4
Bolivia-Japan,0.6666666666666666
Bosnia and Herzegovina-Japan,0.5
Brazil-Japan,0.0
Brunei-Japan,1.0
Bulgaria-Japan,0.0
Cambodia-Japan,1.0
Cameroon-Japan,0.75
Canada-Japan,0.6666666666666666
Chile-Japan,0.5
China-Japan,0.4358974358974359
Colombia-Japan,0.2
Costa Rica-Japan,0.75
Croatia-Japan,0.3333333333333333
Cyprus-Japan,0.5
Czechia-Japan,0.5
Denmark-Japan,0.0
Ecuador-Japan,0.6666666666666666
Egypt-Japan,1.0
El Salvador-Japan,1.0
England-Japan,0.0
Finland-Japan,1.0
France-Japan,0.0
Germany-Japan,0.3333333333333333
Ghana-Japan,0.625
Greece-Japan,1.0
Guatemala-Japan,1.0
Haiti-Japan,0.5
Honduras-Japan,0.5
Hong Kong-Japan,0.5416666666666666
Hungary-Japan,0.0
Iceland-Japan,1.0
India-Japan,0.75
Indonesia-Japan,0.6190476190476191
Iran-Japan,0.3333333333333333
Iraq-Japan,0.5384615384615384
Israel-Japan,0.0
Italy-Japan,0.0
Ivory Coast-Japan,0.5
Jamaica-Japan,0.3333333333333333
Japan-Montenegro,0.5
Afghanistan-Jordan,1.0
Albania-Jordan,0.0
Algeria-Jordan,0.0
Armenia-Jordan,0.5
Australia-Jordan,0.42857142857142855
Azerbaijan-Jordan,0.0
Bahrain-Jordan,0.4444444444444444
Bangladesh-Jordan,1.0
Belarus-Jordan,1.0
Bolivia-Jordan,0.5
Bosnia and Herzegovina-Jordan,0.0
Bulgaria-Jordan,0.5
Cambodia-Jordan,1.0
Chad-Jordan,0.5
China-Jordan,0.09090909090909091
Colombia-Jordan,0.5
Congo-Jordan,1.0
Croatia-Jordan,0.5
Cyprus-Jordan,0.25
Dominican Republic-Jordan,0.5
Ecuador-Jordan,0.5
Egypt-Jordan,0.2
Estonia-Jordan,0.5
Finland-Jordan,0.5
Georgia-Jordan,0.0
Haiti-Jordan,0.5
Hong Kong-Jordan,0.6666666666666666
Hungary-Jordan,0.5
India-Jordan,1.0
Indonesia-Jordan,1.0
Iran-Jordan,0.3076923076923077
Iraq-Jordan,0.19298245614035087
Ivory Coast-Jordan,0.5
Jamaica-Jordan,0.5
Japan-Jordan,0.16666666666666666
Albania-Kazakhstan,0.0
Andorra-Kazakhstan,0.6666666666666666
Armenia-Kazakhstan,0.14285714285714285
Austria-Kazakhstan,0.0
Azerbaijan-Kazakhstan,0.45454545454545453
Bahrain-Kazakhstan,1.0
Belarus-Kazakhstan,0.14285714285714285
Belgium-Kazakhstan,0.0
Bosnia and Herzegovina-Kazakhstan,0.0
Bulgaria-Kazakhstan,0.0
Burkina Faso-Kazakhstan,0.5
China-Kazakhstan,0.0
Croatia-Kazakhstan,0.0
Curaçao-Kazakhstan,0.5
Cyprus-Kazakhstan,0.0
Czechia-Kazakhstan,0.0
Denmark-Kazakhstan,0.2
England-Kazakhstan,0.0
Estonia-Kazakhstan,0.0
Faroe Islands-Kazakhstan,0.25
Finland-Kazakhstan,0.0
France-Kazakhstan,0.0
Georgia-Kazakhstan,0.2
Germany-Kazakhstan,0.0
Greece-Kazakhstan,0.0
Hungary-Kazakhstan,0.0
Iceland-Kazakhstan,0.0
Iran-Kazakhstan,0.0
Iraq-Kazakhstan,0.6666666666666666
Ireland-Kazakhstan,0.0
Japan-Kazakhstan,0.0
Jordan-Kazakhstan,1.0
Algeria-Kenya,0.42857142857142855
Angola-Kenya,0.6666666666666666
Australia-Kenya,0.5
Bahrain-Kenya,0.0
Botswana-Kenya,0.6666666666666666
Burkina Faso-Kenya,0.6666666666666666
Burundi-Kenya,0.3333333333333333
Cameroon-Kenya,0.0
Cape Verde-Kenya,1.0
Central African Republic-Kenya,0.5
Chad-Kenya,0.0
China-Kenya,0.5
Comoros-Kenya,0.2
Congo-Kenya,0.5
DR Congo-Kenya,0.3076923076923077
Djibouti-Kenya,1.0
Egypt-Kenya,0.045454545454545456
Equatorial Guinea-Kenya,1.0
Eritrea-Kenya,0.6666666666666666
Eswatini-Kenya,0.6
Ethiopia-Kenya,0.37142857142857144
Gabon-Kenya,0.4
Gambia-Kenya,0.0
Ghana-Kenya,0.2
Guinea-Bissau-Kenya,0.3333333333333333
Guinea-Kenya,0.5714285714285714
India-Kenya,0.0
Indonesia-Kenya,0.5
Iran-Kenya,0.0
Iraq-Kenya,0.0
Ivory Coast-Kenya,0.0
Jordan-Kenya,0.5
Cook Islands-Kiribati,0.5
Fiji-Kiribati,0.0
Albania-Kosovo,0.3333333333333333
Andorra-Kosovo,0.0
Armenia-Kosovo,0.5
Azerbaijan-Kosovo,0.0
Belarus-Kosovo,0.0
Bulgaria-Kosovo,0.0
Burkina Faso-Kosovo,1.0
Comoros-Kosovo,0.5
Croatia-Kosovo,0.0
Cyprus-Kosovo,1.0
Czechia-Kosovo,1.0
Denmark-Kosovo,0.5
England-Kosovo,0.0
Equatorial Guinea-Kosovo,0.5
Faroe Islands-Kosovo,0.6666666666666666
Finland-Kosovo,0.0
Gambia-Kosovo,0.5
Georgia-Kosovo,1.0
Gibraltar-Kosovo,0.5
Greece-Kosovo,0.0
Guinea-Kosovo,0.5
Haiti-Kosovo,0.5
Hungary-Kosovo,0.5
Iceland-Kosovo,0.3333333333333333
Israel-Kosovo,0.0
Jordan-Kosovo,0.5
Kosovo-Monaco,0.5
Afghanistan-Kuwait,1.0
Algeria-Kuwait,0.5
Armenia-Kuwait,0.5
Australia-Kuwait,0.38461538461538464
Azerbaijan-Kuwait,0.0
Bahrain-Kuwait,0.45098039215686275
Bangladesh-Kuwait,1.0
Bhutan-Kuwait,0.5
Bosnia and Herzegovina-Kuwait,0.5
Bulgaria-Kuwait,0.0
Cambodia-Kuwait,0.5
Cameroon-Kuwait,0.5
China-Kuwait,0.2631578947368421
Colombia-Kuwait,0.5
Cyprus-Kuwait,0.0
Czechia-Kuwait,0.0
East Germany-Kuwait,0.0
Ecuador-Kuwait,0.5
Egypt-Kuwait,0.08333333333333333
England-Kuwait,0.5
Finland-Kuwait,0.3333333333333333
France-Kuwait,0.0
Gambia-Kuwait,0.5
Germany-Kuwait,0.5
Hong Kong-Kuwait,0.8333333333333334
Hungary-Kuwait,0.5
Iceland-Kuwait,0.16666666666666666
India-Kuwait,0.3333333333333333
Indonesia-Kuwait,0.3333333333333333
Iran-Kuwait,0.24242424242424243
Iraq-Kuwait,0.24390243902439024
Ivory Coast-Kuwait,0.5
Japan-Kuwait,1.0
Jordan-Kuwait,0.4
Kazakhstan-Kuwait,0.5
Kenya-Kuwait,0.5
Afghanistan-Kyrgyzstan,0.0
Australia-Kyrgyzstan,0.0
Azerbaijan-Kyrgyzstan,0.0
Bahrain-Kyrgyzstan,0.0
Bangladesh-Kyrgyzstan,1.0
Belarus-Kyrgyzstan,0.5
Cambodia-Kyrgyzstan,1.0
China-Kyrgyzstan,0.0
Estonia-Kyrgyzstan,0.0
India-Kyrgyzstan,0.4
Indonesia-Kyrgyzstan,0.5
Iran-Kyrgyzstan,0.0
Iraq-Kyrgyzstan,0.0
Japan-Kyrgyzstan,0.0
Jordan-Kyrgyzstan,0.4
Kazakhstan-Kyrgyzstan,0.0
Kuwait-Kyrgyzstan,0.0
